Feature,Importance
Loan_Amount,0.0757488327834681
Down_Payment,0.06493086544209603
Debt_to_Income,0.05865009030186887
Outstanding_Debt,0.05798369668238509
Overdue_Amount,0.057916073690459396
Utilization_Ratio,0.03910063516175799
Credit_Card_Usage,0.03828422667818034
Income_Debt_Ratio,0.03716139261096797
Loan_to_Value,0.03538662786077056
Age,0.03178653300264081
